"receptor" "pathway_id" "genes_in_cluster"
"Il6st" "mmu05203" "Ywhab,Ccnd1,Psmc1,Rbl1,Hdac1"
"Il6st" "mmu05203" "Stat3,Actn1,H2-D1,H2-K1,H2-Q4"
"Il6st" "mmu05203" "Stat5a,Pik3cd,H2-Q7,H2-T9,H2-T10"
"Il6st" "mmu05203" "Rela,Nfkb2,Egr3,Cdkn1a,Bax,Scrib,Srf"
"Il6st" "mmu05203" "Ccne1,Cdk1,Ccna2,Skp2,Mrps18b,Cdc20,Mad1l1,Ranbp1"
"Il6st" "mmu05203" "Ltbr,Ccnd3,Hdac5,H2-L"
"Il6st" "mmu05203" "Sp100,Irf9,H2-T24"
"Il6st" "mmu05203" "Snw1,Ikbkg,Rhoa"
"Il6st" "mmu05203" "Gtf2h3,Traf2,Cdk4"
"Il6st" "mmu05203" "Gtf2e1,Gtf2e2,Hdac2,Cdc42"
"Il6st" "mmu05203" "Snd1,Bak1,Pkm,Kat2a"
"Il6st" "mmu05203" "Jak3,Irf7,H2-Q8,H2-T23"
"Lifr" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Lifr" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Lifr" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Lifr" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Lifr" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Lifr" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Lifr" "mmu04550" "Jak2,Klf4,Map2k1,Acvr2a,Skil,Rif1"
"Lifr" "mmu04550" "Jak3,Stat3,Acvr1b"
"Lifr" "mmu04550" "Map2k2,Id3,Dvl2"
"Lifr" "mmu04550" "Mapk1,Pik3r3,Akt3,Bmpr2,Smad5,Smad4,Gsk3b,Apc,Ctnnb1,Kras,Smarcad1,Kat6a,Setdb1,Pcgf3,Bmi1"
"Lifr" "mmu04550" "Acvr1,Fzd1,Fzd5"
"Lifr" "mmu04550" "Fzd7,Fzd8,Tcf3"
"Lifr" "mmu04550" "Dvl3,Igf1r,Rest"
"Lifr" "mmu04630" "Il6,Jak2,Socs5,Mcl1"
"Lifr" "mmu04630" "Il3ra,Crlf2,Socs1"
"Lifr" "mmu04630" "Ifngr1,Stam,Sos2,Pik3r1"
"Lifr" "mmu04630" "Lifr,Ghr,Fhl1"
"Lifr" "mmu04630" "Jak3,Stat1,Stat2,Irf9"
"Lifr" "mmu04630" "Cish,Ccnd3,Cdkn1a,Pias4"
"Lifr" "mmu04630" "Socs4,Ccnd2,Ep300,Pias2,Ptpn11,Sos1,Pik3r3,Akt3"
"Osmr" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Osmr" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Osmr" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Osmr" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Osmr" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Osmr" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Osmr" "mmu04151" "Fgf1,Ghr,Lama2,Vtn"
"Osmr" "mmu04151" "Pdgfd,Vegfc,Insr,Sos1,Lama4,Lamb1,Lamc1,Itga1,Ptk2,F2r,Pdpk1,Akt3,Pten,Ppp2r3a,Phlpp2,Gsk3b,Rbl2,Creb1,Atf2,Creb3l2,Pik3r1"
"Osmr" "mmu04151" "Kitl,Map2k1,Il6,Jak2,Sgk1,Atf4,Nfkb1"
"Osmr" "mmu04151" "Egfr,Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Thbs2,Thbs3,Fn1,Lpar1"
"Osmr" "mmu04151" "Igf1r,Tsc1,Foxo3"
"Osmr" "mmu04151" "Tek,Sos2,Jak1,Itga6,Pkn2"
"Osmr" "mmu04151" "Kras,Mapk1,Rac1,Itgb1,Gng12,Prkaa1,Ppp2ca,Ppp2cb,Ppp2r5e,Hsp90aa1,Hsp90ab1,Ywhaz,Ywhaq"
"Osmr" "mmu04151" "Map2k2,Il3ra,Eif4ebp1,Pck2,G6pc3,Bad,Atf6b,Pik3cd"
"Osmr" "mmu04151" "Mapk3,Lamb2,Rps6kb2"
"Osmr" "mmu04151" "Tlr4,Rps6kb1,Hsp90b1,Chuk"
"Osmr" "mmu04151" "Il4ra,Itga5,Ddit4"
"Osmr" "mmu04151" "Jak3,Stk11,Pkn1,Rxra,Rela"
"Osmr" "mmu04151" "Gnb2,Crtc2,Cdkn1a,Ccnd3,Nr4a1"
"Osmr" "mmu04151" "Rheb,Mcl1,Mdm2"
"Osmr" "mmu04151" "Mtor,Ppp2r5a,Phlpp1"
"Osmr" "mmu04151" "Rptor,Akt1,Ppp2r1a,Ppp2r5d"
"Osmr" "mmu04630" "Il6,Jak2,Socs5,Mcl1"
"Osmr" "mmu04630" "Il3ra,Crlf2,Socs1"
"Osmr" "mmu04630" "Ifngr1,Stam,Sos2,Pik3r1"
"Osmr" "mmu04630" "Lifr,Ghr,Fhl1"
"Osmr" "mmu04630" "Jak3,Stat1,Stat2,Irf9"
"Osmr" "mmu04630" "Cish,Ccnd3,Cdkn1a,Pias4"
"Osmr" "mmu04630" "Socs4,Ccnd2,Ep300,Pias2,Ptpn11,Sos1,Pik3r3,Akt3"
"Ccr1" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Ccr1" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Ccr1" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Ccr1" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Ccr1" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Ccr1" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Ccr1" "mmu04062" "Cxcl2,Ccl2,Ccl9,Ccl7,Ccl8,Pik3cd,Nfkbib,Adrbk1"
"Ccr1" "mmu04062" "Cxcl9,Jak3,Stat1"
"Ccr1" "mmu04062" "Cxcl16,Ccl3,Ccl4,Ccl5,Cxcr4"
"Ccr1" "mmu04062" "Jak2,Map2k1,Chuk,Nfkb1,Vav3,Rock1,Rock2,Rap1a"
"Ccr1" "mmu04062" "Stat5b,Adcy9,Arrb1"
"Ccr1" "mmu04062" "Gnai3,Prkacb,Sos1,Kras,Braf,Mapk1,Pik3r3,Rac1,Gnb1,Gng12,Ptk2,Crk,Crkl"
"Ccr1" "mmu04062" "Gnai2,Akt1,Grk6"
"Ccr1" "mmu04062" "Adcy6,Sos2,Pik3r1,Akt3,Gsk3b,Plcb4"
"Ccr1" "mmu04062" "Mapk3,Rela,Gnb2,Pxn,Bcar1"
"Ccr1" "mmu04062" "Ikbkg,Rhoa,Rap1b"
"Ccr3" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Ccr3" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Ccr3" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Ccr3" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Ccr3" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Ccr3" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Ccr3" "mmu04062" "Cxcl2,Ccl2,Ccl9,Ccl7,Ccl8,Pik3cd,Nfkbib,Adrbk1"
"Ccr3" "mmu04062" "Cxcl9,Jak3,Stat1"
"Ccr3" "mmu04062" "Cxcl16,Ccl3,Ccl4,Ccl5,Cxcr4"
"Ccr3" "mmu04062" "Jak2,Map2k1,Chuk,Nfkb1,Vav3,Rock1,Rock2,Rap1a"
"Ccr3" "mmu04062" "Stat5b,Adcy9,Arrb1"
"Ccr3" "mmu04062" "Gnai3,Prkacb,Sos1,Kras,Braf,Mapk1,Pik3r3,Rac1,Gnb1,Gng12,Ptk2,Crk,Crkl"
"Ccr3" "mmu04062" "Gnai2,Akt1,Grk6"
"Ccr3" "mmu04062" "Adcy6,Sos2,Pik3r1,Akt3,Gsk3b,Plcb4"
"Ccr3" "mmu04062" "Mapk3,Rela,Gnb2,Pxn,Bcar1"
"Ccr3" "mmu04062" "Ikbkg,Rhoa,Rap1b"
"Ccr3" "mmu05203" "Kras,Mapk1,Ywhaz,Ywhaq,Pik3ca,Pik3r3,Hnrnpk,Ddx3x,Prkacb,Usp7,Gtf2h1,Rac1"
"Ccr3" "mmu05203" "Mapk3,Pxn,Hdac7"
"Ccr3" "mmu05203" "Creb1,Atf2,Pik3r1,Ccnd2,Dlg1,Rbl2"
"Ccr3" "mmu05203" "Creb3l2,Crebbp,Ep300,Ubr4,Chd4"
"Ccr3" "mmu05203" "Atf6b,Gtf2h4,Bad"
"Ccr3" "mmu05203" "Ddb1,Casp3,Cdk2"
"Ccr3" "mmu05203" "Ywhab,Ccnd1,Psmc1,Rbl1,Hdac1"
"Ccr3" "mmu05203" "Stat3,Actn1,H2-D1,H2-K1,H2-Q4"
"Ccr3" "mmu05203" "Stat5a,Pik3cd,H2-Q7,H2-T9,H2-T10"
"Ccr3" "mmu05203" "Rela,Nfkb2,Egr3,Cdkn1a,Bax,Scrib,Srf"
"Ccr3" "mmu05203" "Ccne1,Cdk1,Ccna2,Skp2,Mrps18b,Cdc20,Mad1l1,Ranbp1"
"Ccr3" "mmu05203" "Ltbr,Ccnd3,Hdac5,H2-L"
"Ccr3" "mmu05203" "Sp100,Irf9,H2-T24"
"Ccr3" "mmu05203" "Snw1,Ikbkg,Rhoa"
"Ccr3" "mmu05203" "Gtf2h3,Traf2,Cdk4"
"Ccr3" "mmu05203" "Gtf2e1,Gtf2e2,Hdac2,Cdc42"
"Ccr3" "mmu05203" "Snd1,Bak1,Pkm,Kat2a"
"Ccr3" "mmu05203" "Jak3,Irf7,H2-Q8,H2-T23"
"Il10rb" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Il10rb" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Il10rb" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Il10rb" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Il10rb" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Il10rb" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Il10rb" "mmu04630" "Il6,Jak2,Socs5,Mcl1"
"Il10rb" "mmu04630" "Il3ra,Crlf2,Socs1"
"Il10rb" "mmu04630" "Ifngr1,Stam,Sos2,Pik3r1"
"Il10rb" "mmu04630" "Lifr,Ghr,Fhl1"
"Il10rb" "mmu04630" "Jak3,Stat1,Stat2,Irf9"
"Il10rb" "mmu04630" "Cish,Ccnd3,Cdkn1a,Pias4"
"Il10rb" "mmu04630" "Socs4,Ccnd2,Ep300,Pias2,Ptpn11,Sos1,Pik3r3,Akt3"
"Il10rb" "mmu05145" "Jak2,Nfkb1,Birc3"
"Il10rb" "mmu05145" "H2-Aa,H2-Eb1,H2-DMb1"
"Il10rb" "mmu05145" "H2-Ab1,H2-DMa,Nfkbib,Pik3cd,Bad"
"Il10rb" "mmu05145" "Map3k7,Tab2,Mapk1,Hspa8,Itgb1,Pik3r3"
"Il10rb" "mmu05145" "Mapk3,Bcl2l1,Lamb2"
"Il10rb" "mmu05145" "Mapk8,Chuk,Gnai3"
"Il10rb" "mmu05145" "Mapk9,Mapk14,Ikbkg"
"Il10rb" "mmu05145" "Hspa1l,Hspa1a,Hspa1b"
"Il10rb" "mmu05145" "Lama2,Gnao1,Tgfb2"
"Il10rb" "mmu05145" "Lama4,Lamb1,Lamc1,Pik3r1,Pdpk1,Akt3"
"Il10rb" "mmu05152" "Cycs,Hspa9,Hspd1"
"Il10rb" "mmu05152" "Apaf1,Creb1,Mapk8,Cebpg,Rab5a,Eea1,Ppp3ca,Ppp3cb,Ppp3r1"
"Il10rb" "mmu05152" "Akt3,Nfya,Ep300,Irak1,Arhgef12,Raf1,Rab5b,Rab7"
"Il10rb" "mmu05152" "Camk2g,Jak2,Myd88,Nfkb1"
"Il10rb" "mmu05152" "Jak1,Malt1,Traf6"
"Il10rb" "mmu05152" "Nfyb,Mapk9,Calm2"
"Il10rb" "mmu05152" "H2-Aa,H2-Eb1,H2-DMb1,Cd74,Ctss,Fcer1g,Ctsd,Atp6v0d1,Fcgr3"
"Il10rb" "mmu05152" "H2-Ab1,H2-DMa,Syk,Cebpb,Calml4"
"Il10rb" "mmu05152" "Bcl10,Il6,Atp6v1h"
"Il10rb" "mmu05152" "Irak2,Plk3,Sphk1"
"Il10rb" "mmu05152" "Mapk14,Rhoa,Pik3c3"
"Il10rb" "mmu05169" "Polr2a,Polr3a,Nup214,Ywhag"
"Il10rb" "mmu05169" "Polr2b,Snw1,Ikbkg,Mapk14,Mapk9"
"Il10rb" "mmu05169" "Polr2c,Polr2d,Polr3h"
"Il10rb" "mmu05169" "Polr2i,Polr2e,Polr2f,Polr2l,Polr1c,H2-Q10,H2-Q7,H2-T9,H2-T10,Pik3cd,Nfkbib,Nfkbie"
"Il10rb" "mmu05169" "Polr2h,Polr3k,Ran,Cdk1,Hdac1,Psmd13,Ccna2"
"Il10rb" "mmu05169" "Polr3b,Polr3c,Lyn,Eif2ak1"
"Il10rb" "mmu05169" "Polr3e,Psmc5,Psmd7,Csnk2a2,Skp2"
"Il10rb" "mmu05169" "Polr3f,Hspa8,Ywhaz,Ywhaq,Usp7,Prkacb,Pik3r3,Tab2,Map3k7,Map2k4,Mapk8"
"Il10rb" "mmu05169" "H2-Q1,Gm11127,Gm7030"
"Il10rb" "mmu05169" "H2-Q8,H2-T23,H2-L,Hdac5,Jak3"
"Il10rb" "mmu05169" "H2-D1,H2-K1,H2-Q4,Stat3"
"Il10rb" "mmu05169" "Akap8l,Hspa1l,Hspa1a,Hspa1b,Hspb1,Jun"
"Il10rb" "mmu05169" "Ywhab,Gtf2e1,Psmc2,Psmc1,Psmd1,Psmd12,Psmd11,Psmd6,Psmd14"
"Il10rb" "mmu05169" "Gtf2b,Gtf2e2,Hdac2,Psmc6,Chuk"
"Il10rb" "mmu05169" "Snd1,Psmd8,Prkaca,Csnk2b,Tradd"
"Il10rb" "mmu05169" "Hdac4,Ncor2,Akt1"
"Il10rb" "mmu05169" "Crebbp,Ep300,Pik3r1,Akt3,Gsk3b,Atf2,Plcg1,Nedd4,Eif2ak3"
"Il10rb" "mmu05169" "Myc,Psmd3,Relb,Nfkb2,Rela"
"Il10rb" "mmu05169" "Cdkn1a,Map2k3,Icam1"
"Il10rb" "mmu05169" "Mdm2,Nfkbia,Tnfaip3"
"Il10rb" "mmu05169" "Psmc4,Psmd2,Mapk11"
"Ephb2" "mmu04360" "Ntng2,Mapk3,Rras,Ssh1"
"Ephb2" "mmu04360" "Plcg1,Epha4,Nck2,Srgap2,Nrp1,Gsk3b,Arhgef12,Pik3r1,Ssh2"
"Ephb2" "mmu04360" "Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Ptk2,Rac1,Nck1,Pak2,Rasa1,Kras,Mapk1,Itgb1,Pik3ca,Pik3r3,Bmpr2"
"Ephb2" "mmu04360" "Fyn,Ablim1,Sema6d,Ptch1"
"Ephb2" "mmu04360" "Rock1,Rock2,Gnai3"
"Ephb2" "mmu04360" "Ptpn11,Efnb2,Enah"
"Ephb2" "mmu04360" "Ephb4,Plxnb2,Ssh3"
"Ephb2" "mmu04360" "Gnai2,Sema3f,Plxna1,Sema6b"
"Ephb2" "mmu04360" "Limk1,Pik3cd,Pard6a"
"Ephb2" "mmu04360" "Dpysl2,Cdk5,Pik3r2"
"Flt1" "mmu04014" "Pdgfd,Vegfc,Insr,Sos1,Sos2,Plcg1,Prkacb,Nf1,Rasal2,Pik3r1,Akt3,Mllt4,Pld1,Rab5b"
"Flt1" "mmu04014" "Kitl,Nfkb1,Map2k1,Ets1"
"Flt1" "mmu04014" "Vegfa,Gnb5,Pik3r2"
"Flt1" "mmu04014" "Gab2,Shc1,Rgl1,Pld2"
"Flt1" "mmu04014" "Ptpn11,Gng12,Kras,Rasa1,Rac1,Pak2,Pik3r3,Shoc2,Mapk1,Rab5a"
"Flt1" "mmu04014" "Gng11,Pik3ca,Pla2g16"
"Flt1" "mmu04014" "Calm1,Calm2,Rala,Mapk9,Cdc42"
"Flt1" "mmu04014" "Rras,Mapk3,Rgl2,Abl1"
"Flt1" "mmu04014" "Rhoa,Ikbkg,Brap"
"Flt1" "mmu04014" "Chuk,Rap1a,Mapk8"
"Flt1" "mmu04015" "Rap1a,Crk,Gnai3,Prkci,Krit1,Kras"
"Flt1" "mmu04015" "Dock4,Gnas,Adcy6,Gnaq,Plcb4,Pdgfd,Vegfc,Crkl,Magi3,Rapgef2,Rapgef6,Plcg1,Mllt4,Pik3r1,Akt3"
"Flt1" "mmu04015" "Calm1,Calm2,Rala,Cdc42"
"Flt1" "mmu04015" "Calm3,Gnai2,Akt1"
"Flt1" "mmu04015" "F2r,Insr,Ctnnb1,Thbs1,Rac1,Ctnnd1,Itgb1,Braf,Mapk1,Pik3r3"
"Flt1" "mmu04015" "Adcy9,Rapgef1,Sipa1l1"
"Flt1" "mmu04015" "Kitl,Ralb,Map2k1"
"Flt1" "mmu04015" "Sipa1,Mapk3,Mapk12,Rras"
"Flt1" "mmu04015" "Itga2b,Pard6a,Map2k2,Pik3cd"
"Flt1" "mmu04060" "Cxcl1,Cxcl10,Il6,Tnfrsf10b"
"Flt1" "mmu04060" "Cxcl2,Ccl2,Ccl4,Ccl3,Ccl7,Ccl8,Ccl9,Il1b,Il17ra"
"Flt1" "mmu04060" "Cxcl12,Osmr,Acvr1b,Il1r1"
"Flt1" "mmu04060" "Cxcl16,Ccl5,Cxcr4,Csf2ra"
"Flt1" "mmu04060" "Pdgfd,Vegfc,Ifngr1,Tgfbr2,Bmpr2"
"Flt1" "mmu04060" "Tnfsf9,Il3ra,Crlf2"
"Flt1" "mmu04066" "Stat3,Hif1a,Pfkfb3"
"Flt1" "mmu04066" "Rela,Mknk2,Cdkn1a"
"Flt1" "mmu04066" "Nfkb1,Map2k1,Serpine1,Slc2a1"
"Flt1" "mmu04066" "Insr,Pik3r1,Akt3,Arnt,Ep300,Plcg1,Camk2d"
"Flt1" "mmu04066" "Map2k2,Pik3cd,Eif4ebp1,Egln2"
"Flt1" "mmu04066" "Akt1,Mtor,Hk1"
"Flt1" "mmu04066" "Eif4e,Rps6kb1,Cul2,Pdha1"
"Flt1" "mmu04066" "Gapdh,Eno1,Ldha,Pgk1"
"Flt1" "mmu04144" "Tgfbr2,Smurf2,Epn2,Fam21,Asap2,Asap1,Cyth3"
"Flt1" "mmu04144" "Zfyve16,Vps37a,Vps4b"
"Flt1" "mmu04144" "Zfyve9,Stam,Snx1"
"Flt1" "mmu04144" "Pml,Pip5k1c,Mvb12b,H2-T23,Git1,Acap3,Agap3,Iqsec2,Iqsec1"
"Flt1" "mmu04144" "Smad2,Arpc2,Vps26a,Rhoa,Rab11a"
"Flt1" "mmu04144" "Igf1r,Cbl,Arfgef2"
"Flt1" "mmu04144" "Dnm2,H2-T24,Ehd1"
"Flt1" "mmu04144" "Pip5k1a,Cltc,Nedd4,Itch,F2r,Hspa8,A230046K03Rik,Capza1,Usp8,Rab7,Pdcd6ip,Eea1,Rab5a,Rabep1,Rab10,Kif5b,Acap2,Arfgef1"
"Flt1" "mmu04144" "Pld2,Eps15l1,Wipf1,Git2"
"Flt1" "mmu04144" "Pld1,Eps15,Chmp3,Igf2r,Rab5b,Rab11fip2,Smap1"
"Flt1" "mmu04144" "Ap2a2,Ap2b1,Gbf1"
"Flt1" "mmu04144" "Ap2a1,Arpc1b,H2-L"
"Flt1" "mmu04144" "Ap2m1,Grk6,Arfgap2,Arf1"
"Flt1" "mmu04144" "Ap2s1,Bin1,Epn1,Hgs,Mvb12a,Vps37b,H2-Q7,H2-T9,H2-T10,Pard6a,Arf5"
"Flt1" "mmu04144" "Ehd2,Arrb1,Wasl"
"Flt1" "mmu04144" "Mdm2,Cav1,Cav2,Prkci"
"Flt1" "mmu04144" "Sh3kbp1,Arpc4,Capzb,Snf8"
"Flt1" "mmu04144" "Spg20,Rab11fip3,Agap1"
"Flt1" "mmu04144" "Arpc5,Capza2,Vps36,Chmp2b,2610002M06Rik,Chmp5,Snx2,Snx6,Snx4,Cdc42"
"Flt1" "mmu04144" "Arpc5l,Stambp,Vps45"
"Flt1" "mmu04144" "Hspa1l,Hspa1a,Hspa1b"
"Flt1" "mmu04144" "Chmp2a,Rufy1,Rab8a,Arfgap3"
"Flt1" "mmu04144" "H2-Q1,Gm11127,Gm7030"
"Flt1" "mmu04144" "H2-D1,H2-K1,H2-Q4"
"Flt1" "mmu04151" "Fgf1,Ghr,Lama2,Vtn"
"Flt1" "mmu04151" "Pdgfd,Vegfc,Insr,Sos1,Lama4,Lamb1,Lamc1,Itga1,Ptk2,F2r,Pdpk1,Akt3,Pten,Ppp2r3a,Phlpp2,Gsk3b,Rbl2,Creb1,Atf2,Creb3l2,Pik3r1"
"Flt1" "mmu04151" "Kitl,Map2k1,Il6,Jak2,Sgk1,Atf4,Nfkb1"
